username,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller
K1no,5.264437689969605,5.75,5.154195011337868,6.228013029315961,4.284313725490196,5.337719298245614,,4.392156862745098,6.0,6.5,6.527777777777778,5.635593220338983,6.2047244094488185,5.05531914893617,6.073170731707317,5.637404580152672,5.636363636363637,5.287234042553192,5.564102564102564
makunochi,2.76,2.120754716981132,2.062686567164179,3.0433962264150947,0.875,2.7895833333333333,,3.1875,1.4,2.75,2.0,3.6666666666666665,3.4390243902439024,2.2444444444444445,3.034090909090909,1.875,1.380952380952381,3.119230769230769,3.571428571428572
myhv,4.984210526315789,6.140625,5.662551440329218,4.922155688622754,5.288135593220339,6.5181818181818185,,2.055555555555556,5.75,1.8571428571428568,6.1,4.703125,3.5283018867924527,5.990049751243781,3.4489795918367347,6.360215053763441,0.0,4.690721649484536,2.357142857142857
Visconde,7.178666666666668,6.808333333333335,7.769879518072288,8.264150943396226,5.147368421052631,6.402083333333333,,7.911111111111111,9.25,7.336363636363637,7.888888888888889,8.069811320754717,8.305882352941175,7.835416666666668,7.603030303030303,8.45230769230769,8.791666666666666,7.913846153846153,7.833333333333333
JJDocx,4.337209302325581,5.36734693877551,3.9757281553398056,5.026315789473684,2.741573033707865,5.080645161290323,2.0,4.388888888888889,4.375,5.5,4.903225806451613,4.6923076923076925,5.193548387096774,3.803921568627451,4.465116279069767,4.602941176470588,3.0,4.875,5.181818181818182
mrbowers,6.666666666666667,6.152173913043479,6.631443298969073,6.376712328767123,5.274193548387097,6.226415094339623,,7.6,8.23076923076923,5.137931034482759,5.566666666666666,6.342857142857143,7.17948717948718,6.438888888888889,6.404761904761905,6.8930232558139535,7.25,6.844444444444444,7.133333333333334
Sedew,6.614545454545455,6.068181818181818,6.334782608695652,7.238372093023256,8.3,6.509803921568628,,4.42,,9.55,7.225,7.200000000000001,7.1000000000000005,6.652830188679245,6.613043478260869,6.453571428571429,6.45,6.634615384615386,7.725
Toster,7.829896907216495,8.514285714285714,7.93125,8.246913580246913,6.5588235294117645,7.947368421052632,,7.423076923076923,,6.6,7.0,7.7125,7.82051282051282,7.173913043478261,7.719512195121951,7.7,8.714285714285714,7.973214285714286,7.861111111111111
KormitLeFrag,5.90924369747899,6.303225806451609,6.355061728395064,6.548799999999996,6.160204081632652,6.252252252252249,6.789285714285716,7.154545454545456,5.220000000000001,4.436842105263158,6.271428571428571,7.411764705882354,7.688709677419356,6.4443181818181845,5.161764705882353,6.437410071942446,4.89,6.609433962264151,8.033333333333333
Judevin,5.118257261410788,5.10472972972973,5.239273927392739,5.419354838709677,4.153153153153153,5.231578947368421,,6.157894736842105,6.0,4.384615384615385,5.666666666666667,6.278481012658228,6.608695652173913,4.796791443850268,5.43298969072165,5.862179487179487,5.285714285714286,5.822916666666667,6.269230769230769
Pinkurori,7.155963302752293,7.171171171171171,6.427835051546392,7.228571428571429,5.826666666666667,6.678571428571429,,7.04,,6.0,6.727272727272728,7.194444444444445,7.461538461538462,6.145161290322581,6.907894736842105,6.31404958677686,7.75,7.306306306306307,7.185185185185185
Akanezora,5.712727272727274,5.674193548387098,5.565151515151517,6.5032258064516135,5.006666666666665,5.52962962962963,5.571875,7.866666666666667,5.933333333333334,8.066666666666668,7.82,6.0920000000000005,7.657894736842105,6.137037037037039,6.369565217391305,6.120370370370373,8.171428571428573,5.796875000000001,7.458333333333333
Lure11,4.65,3.809090909090909,5.269148936170212,6.701818181818183,4.774285714285714,4.2936507936507935,,6.314285714285715,,5.585714285714286,7.199999999999999,7.181249999999999,7.234482758620689,6.368253968253969,5.965384615384614,6.856666666666667,4.8,5.904347826086956,6.945454545454544
tommyuwu1,8.157407407407405,7.903529411764707,7.922018348623853,8.631386861313867,7.835294117647058,8.107142857142858,,8.05625,9.5,8.26,9.214285714285714,8.665217391304349,8.715517241379311,8.106329113924051,8.343859649122807,8.503225806451614,8.663636363636364,8.267307692307693,8.903571428571428
Logia,2.091549295774648,1.976744186046512,2.060240963855421,2.3091787439613527,1.827586206896552,1.914634146341464,,1.975609756097561,1.1666666666666667,1.8125,2.555555555555556,2.347826086956522,2.4375,2.096774193548387,2.071428571428572,2.5172413793103448,2.3783783783783785,2.1984126984126986,2.6333333333333333
uh,3.290909090909091,3.431034482758621,3.4133333333333336,3.728260869565217,3.2051282051282053,3.308641975308642,,2.333333333333333,3.0,4.2,4.25,3.259259259259259,3.3529411764705883,3.756410256410256,3.882352941176471,4.147058823529412,3.4545454545454546,3.2916666666666665,3.0
CVD,6.870588235294117,6.764150943396227,6.801980198019802,7.41358024691358,4.857142857142857,6.645348837209302,,5.4,9.25,7.625,6.6,7.159574468085107,7.253968253968254,6.842696629213483,6.226190476190476,6.846491228070176,8.461538461538462,7.07051282051282,6.7
ItIsIDio,5.081081081081081,4.975,5.2745098039215685,6.461538461538462,7.0,4.8,,5.153846153846154,,1.8571428571428568,,6.083333333333333,7.260869565217392,4.055555555555555,4.354838709677419,5.923076923076923,7.722222222222222,5.488888888888889,5.105263157894737
Whiteskull,7.563934426229508,7.708609271523178,7.196551724137931,7.8190045248868785,7.096153846153847,7.553571428571429,7.0,7.171875,8.0,7.645161290322581,7.4,7.888888888888888,7.986486486486487,7.567073170731708,7.533333333333333,7.623529411764705,7.294117647058823,7.594339622641509,8.08108108108108
vitor773216,7.766071428571429,7.35952380952381,8.082978723404256,8.89310344827586,8.322727272727274,8.014814814814814,4.916666666666667,,,9.5,8.5,8.98076923076923,9.171428571428567,8.282608695652174,7.154166666666666,8.841666666666667,8.366666666666667,8.609375,9.0
TJReds,7.1138297872340415,7.791304347826087,7.224752475247523,6.555445544554455,6.124,7.332000000000002,,5.994736842105263,6.95,6.814285714285714,7.188888888888889,4.826666666666667,5.554545454545455,6.823809523809524,7.046153846153848,7.862121212121209,6.92,6.134782608695652,6.978571428571429
connorr,6.088235294117647,5.928571428571429,6.84,7.121212121212121,6.15625,6.132075471698113,,5.0,,6.0,8.0,6.142857142857143,6.777777777777778,6.9,6.5,7.297872340425532,,7.5,5.0
sawakazes,6.340909090909091,6.037313432835821,6.587301587301587,6.892215568862276,3.75,5.8578947368421055,,3.3684210526315788,7.333333333333333,6.863636363636363,8.0,6.80625,6.634615384615385,6.409638554216867,6.238636363636363,6.945121951219512,7.552631578947368,6.371428571428571,7.282608695652174
Cenjo,6.18348623853211,6.173913043478261,6.612403100775194,6.443298969072165,6.09433962264151,6.39240506329114,,5.846153846153846,,6.0,8.8,6.894736842105263,6.59375,6.212121212121212,6.175,7.191176470588236,6.75,6.098360655737705,6.315789473684211
JkunAL,7.374468085106381,7.574999999999998,7.646808510638296,7.666666666666667,7.635294117647059,7.589473684210525,,7.19,,7.35,8.5,7.184,7.848000000000001,8.009756097560972,7.475,8.093333333333332,7.5,7.3625,7.541666666666667
montou,6.979166666666667,7.019607843137255,7.355371900826446,7.488372093023256,7.325,7.012345679012346,,7.714285714285714,,7.0,7.166666666666667,7.357142857142857,7.8125,7.313131313131313,7.3076923076923075,7.607142857142857,7.8,7.5,7.142857142857143
OhWowzers,5.729661016949155,6.527118644067799,6.540206185567013,6.198734177215192,5.120833333333333,6.00886075949367,,5.348387096774193,7.8,6.130000000000001,6.211111111111111,6.171666666666669,6.532857142857146,5.474725274725276,6.226666666666668,6.203614457831327,6.966666666666668,5.43857142857143,6.496875
JySyl,2.323529411764706,4.0,2.551282051282051,2.2857142857142856,2.0,2.703703703703704,,2.75,3.0,2.571428571428572,2.6666666666666665,2.833333333333333,0.75,2.591836734693877,2.1666666666666665,2.3125,0.0,2.9615384615384617,0.0
VyxVin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lexcat,8.83875,8.720512820512823,8.721649484536082,8.740243902439023,8.65,8.765957446808512,,8.405882352941175,,9.35,8.033333333333333,8.409090909090908,8.707692307692309,8.225,8.446666666666667,8.594736842105263,8.72,8.994117647058824,8.7
ShaneTheSheep,6.0,6.813432835820896,5.932926829268292,6.959770114942529,4.85625,6.091836734693878,,5.5,5.0,5.8125,7.0,6.666666666666667,7.302631578947368,5.630952380952381,5.928571428571429,6.423076923076923,4.5,6.405797101449275,7.5
Madelonetjj,7.411290322580645,6.541666666666667,7.30718954248366,7.5606060606060606,7.346666666666667,6.756410256410256,,7.8,,7.25,8.0,8.318181818181818,7.434782608695652,7.324786324786324,7.542857142857143,7.466666666666667,8.4,7.90625,6.777777777777778
rmtwashere,6.666666666666667,7.222666666666667,7.026618705035972,7.464197530864197,6.681481481481481,6.996739130434783,,6.659999999999999,8.3,8.9,8.357142857142858,5.254545454545455,7.514285714285714,7.028571428571429,7.15,7.3677419354838705,8.276923076923078,6.378431372549019,8.7125
Soratsu,7.63768115942029,7.315789473684211,7.676056338028169,8.385964912280702,5.571428571428571,7.390243902439025,,8.2,,5.0,8.666666666666666,8.8,8.0,7.739130434782608,8.407407407407407,7.5,8.461538461538462,7.0,8.166666666666666
requiemsama,7.1505660377358495,7.172258064516129,6.95925925925926,7.341263940520446,6.6730769230769225,6.989189189189188,5.666666666666666,7.469047619047619,7.971428571428571,7.01159420289855,8.0125,7.489393939393939,7.898245614035088,6.818385650224215,7.207065217391305,7.251190476190476,7.862068965517241,7.31639344262295,7.880645161290323
jason2125,6.11111111111111,6.430769230769229,7.084466019417474,7.139495798319326,7.193103448275863,6.338709677419355,4.5,6.220000000000001,8.950000000000001,4.016666666666667,6.18,7.056060606060605,7.123076923076922,6.901369863013697,5.406060606060606,7.640298507462685,5.42,7.055263157894735,6.937500000000002
JonathanBarreto,5.8422222222222215,6.072727272727273,6.171666666666667,6.873846153846154,3.111111111111111,6.1692307692307695,,5.857142857142857,,,9.8,6.811111111111111,7.567647058823532,6.531818181818181,6.413043478260869,7.188888888888889,6.571428571428571,5.939024390243903,6.949999999999999
ReecePolar,6.75,6.7375,7.346774193548387,7.03960396039604,6.884615384615385,6.128205128205129,,4.681818181818182,6.75,7.590909090909091,8.125,6.372549019607843,6.596491228070176,7.314814814814815,6.87037037037037,8.071428571428571,7.3076923076923075,6.691666666666666,5.596153846153846
Recess247,5.101449275362318,5.107142857142857,4.03125,6.375,2.6,4.28125,3.5,5.590909090909091,8.0,4.888888888888889,,6.44,6.09375,3.896551724137931,4.7,6.555555555555555,,5.886363636363637,6.916666666666667
Frozia,8.403125,8.2,8.183529411764706,8.492753623188406,8.055555555555555,8.341463414634147,,8.785714285714286,8.833333333333332,7.7666666666666675,8.5625,8.774193548387096,8.571428571428571,8.202173913043477,8.238888888888889,8.169811320754716,8.25,8.43,8.95
Giga,2.353846153846154,2.2758620689655173,2.2153846153846155,2.25531914893617,2.555555555555556,2.1875,,1.7777777777777777,3.0,2.357142857142857,2.0,2.3125,2.2,2.05,2.282051282051282,2.269230769230769,2.333333333333333,2.292682926829268,2.4
corgetov,6.926744186046511,7.202272727272727,7.083333333333333,7.803174603174601,5.5,7.1571428571428575,,6.88235294117647,8.0,7.428571428571429,,7.333333333333332,7.656410256410257,6.65,7.1589743589743575,7.470000000000001,7.230000000000001,6.691666666666666,7.457894736842104
RodrigoKenshin,6.344,6.058441558441558,6.376923076923077,6.920863309352518,6.0,6.201298701298701,,6.65,8.0,7.5,7.571428571428571,6.918181818181818,7.1796875,6.830188679245283,6.607843137254902,7.311111111111111,7.230769230769231,6.671428571428572,6.910714285714286
Aukeeeh,7.109589041095891,6.384615384615385,6.9523809523809526,7.510204081632653,6.9,6.659090909090909,,6.615384615384615,8.0,7.0,6.666666666666667,7.488888888888889,7.622222222222222,7.066666666666666,7.225806451612903,7.068965517241379,8.0,7.036363636363636,7.571428571428571
commandrbigglesworth,6.146153846153847,6.346153846153846,6.817567567567568,5.344444444444444,6.814814814814815,6.428571428571429,,5.071428571428571,6.0,7.666666666666667,8.0,4.166666666666667,4.631578947368421,6.75,6.675,6.1,6.444444444444445,6.0,3.7142857142857135
Trem0lO,7.9318584070796465,8.104166666666668,8.071428571428571,8.276875,7.857142857142857,8.138202247191012,,7.29375,9.0,8.30625,8.08,8.212727272727273,8.294594594594596,8.054347826086957,8.12295081967213,8.360606060606061,8.2,7.954666666666666,7.933333333333333
SplatteredCake,4.80820189274448,4.398907103825136,4.705357142857143,5.6,4.001818181818182,4.124858757062147,0.6,4.773809523809524,,5.5600000000000005,5.4375,5.538461538461538,5.7727272727272725,4.890510948905109,5.084920634920636,5.087837837837838,6.472222222222222,5.126506024096385,6.541666666666667
Lym,8.21951219512195,8.07,7.4828125,8.487804878048781,6.6466666666666665,7.981132075471698,,8.25,,7.9,8.333333333333334,8.514705882352942,8.657894736842104,7.863333333333333,8.206896551724139,7.959999999999999,7.1,8.041666666666666,8.555555555555555
EricGreyjoy,4.075308641975309,3.55,4.450000000000001,4.295698924731183,4.7,3.030434782608696,,3.7923076923076926,3.4799999999999995,2.9625,3.842857142857144,5.560416666666666,4.830612244897959,4.091489361702128,3.253846153846154,4.042592592592592,,5.170689655172414,3.895652173913043
SasoriNeko,7.386111111111112,8.0,6.830612244897961,7.272307692307693,7.5,6.816666666666666,,6.727272727272728,,,8.37142857142857,6.884000000000001,8.406666666666666,7.125531914893619,7.177777777777777,7.134426229508199,7.5,7.210810810810811,8.0
Halfgalaxy,7.0432000000000015,6.927272727272726,7.025600000000002,7.695000000000005,6.988372093023255,6.8989795918367385,,6.4,8.366666666666667,7.833333333333333,7.413333333333332,7.78,7.137037037037036,7.79239130434783,7.1977777777777785,7.685882352941179,6.878571428571428,7.825423728813559,8.190909090909091
Butterflight,7.740322580645161,8.094736842105263,7.475757575757575,7.99009009009009,6.354545454545455,7.372972972972972,,6.928571428571429,9.8,8.4,7.9125,8.10625,7.825925925925925,7.775925925925925,7.3,7.694545454545455,8.0,8.08030303030303,7.676666666666667
VanillaExtract,7.905714285714287,8.337837837837839,6.910526315789474,7.925925925925925,5.589999999999999,7.296153846153847,8.0,7.121052631578948,0.0,6.733333333333333,7.190909090909091,7.469230769230769,6.949999999999999,6.838636363636365,7.069999999999999,7.639215686274508,6.366666666666667,7.372549019607842,7.15625
Predoom,5.5524475524475525,4.872549019607843,5.753164556962025,6.1155405405405405,5.269230769230769,5.123595505617978,,5.333333333333333,,5.235294117647059,5.842105263157895,6.245614035087719,6.135593220338983,5.842028985507247,5.089285714285714,6.3896103896103895,5.965517241379311,6.129069767441861,6.0
KaiZerr,7.586842105263158,7.414893617021277,7.599099099099099,7.87603305785124,7.04,7.377272727272727,7.5,7.111111111111111,7.0,7.875,,7.574074074074074,7.732142857142857,7.327868852459017,7.71,7.094594594594595,7.333333333333333,7.621212121212121,7.586206896551724
DesolatePsyche,6.828571428571428,7.125,7.1038461538461535,7.135802469135802,6.8359375,7.0,,7.285714285714286,5.875,6.055555555555555,6.666666666666667,7.531914893617022,6.619047619047619,7.109195402298851,6.426229508196721,7.026315789473684,7.125,7.287356321839081,7.25
Bokson30,0.575139146567718,0.6752411575562701,0.5770065075921909,0.5101351351351351,0.8170731707317073,0.5698447893569845,,0.1785714285714285,0.0,0.3809523809523809,0.6923076923076923,0.1833333333333333,0.3707865168539326,0.3774509803921568,0.4879518072289157,0.2279411764705882,0.6666666666666666,0.436734693877551,0.2045454545454545
M4GI3R,6.802816901408451,6.804878048780488,6.613333333333333,6.385714285714286,6.521739130434782,6.4523809523809526,,6.722222222222222,,6.25,,6.482758620689655,6.444444444444445,6.565217391304348,6.2,6.7073170731707314,9.0,6.925,6.869565217391305
KaylAguas,7.569565217391304,7.6,7.361538461538461,7.906593406593407,5.666666666666667,7.318367346938776,,7.083333333333333,,7.5,7.0,7.693548387096774,8.097222222222221,7.166666666666667,7.877777777777778,7.431818181818182,7.681818181818182,7.534090909090909,7.846153846153846
Akirity,7.256353591160222,6.880341880341881,6.892857142857143,7.675728155339806,6.548387096774194,6.987179487179487,,6.842105263157895,8.333333333333334,8.692307692307692,8.0,7.795454545454546,7.686046511627907,6.901851851851853,7.256140350877193,7.724137931034483,6.221739130434782,7.500000000000002,7.98
Zageron,6.741666666666666,6.825333333333334,6.6469696969696965,7.006849315068493,7.181818181818182,6.668888888888888,,7.541176470588234,8.0,6.8,7.0,7.0525,7.136363636363637,6.719512195121951,6.967307692307693,6.542307692307693,6.785714285714286,6.910344827586206,7.466666666666665
YukiTheSnowCobbit,5.041935483870968,4.417241379310345,4.841379310344828,5.900000000000001,2.927272727272728,5.307142857142858,,6.46875,6.892857142857143,5.220000000000001,6.507692307692308,5.886206896551724,6.232,5.3820512820512825,5.466666666666667,4.546551724137931,6.75,5.051219512195122,5.623076923076923
DerChris,6.418471337579618,6.107368421052632,6.133898305084746,7.105263157894737,6.028985507246377,5.865625,7.0,4.414285714285715,,7.126666666666667,7.533333333333333,8.245000000000001,7.225,5.917045454545455,6.083333333333334,6.214705882352941,8.2,6.84375,7.955555555555556
Gothicpurple,7.230188679245284,6.86,7.189024390243903,7.812,7.0520000000000005,7.097619047619048,,7.730769230769231,4.0,6.75,8.95,7.686206896551726,7.75,7.375,6.876923076923077,7.425,,7.977272727272727,7.931249999999999
jaxter184,6.135294117647059,6.232876712328767,5.985849056603773,6.074285714285714,5.5,5.942857142857143,,6.076923076923077,4.0,6.2,6.538461538461538,6.185185185185185,6.278688524590164,5.680851063829787,6.171428571428572,6.165605095541402,5.826086956521739,6.264150943396227,6.052631578947368
woopus,5.533333333333333,5.2105263157894735,5.859154929577465,6.075,5.75,5.380952380952381,,5.444444444444445,,6.5,6.5,5.277777777777778,6.461538461538462,5.461538461538462,5.764705882352941,5.875,6.166666666666667,5.551724137931035,7.714285714285714
MitchellGSPR,2.660287081339713,2.5223880597014925,2.207373271889401,3.2794117647058822,2.4782608695652173,2.432926829268293,,2.1724137931034484,2.5,3.0,2.875,3.1538461538461537,3.2058823529411766,2.7450980392156863,2.4318181818181817,2.927710843373494,2.3076923076923075,2.9917355371900825,3.236842105263158
sabre,4.3,4.615384615384615,4.223333333333334,3.736842105263158,4.294117647058823,3.644444444444445,0.0,2.588235294117647,4.5,5.0,4.08,3.375,2.0,4.6,4.5,4.608974358974359,2.055555555555556,4.0,
vanillaterries,6.181434599156118,6.453488372093023,6.169260700389105,6.867647058823529,5.507518796992481,6.147590361445783,3.0,6.392857142857143,6.2,6.023809523809524,6.6,7.039473684210527,7.119047619047619,6.033018867924528,6.186746987951807,6.590163934426229,6.868421052631579,6.826530612244898,7.3
BlakexEkalb,5.964444444444444,5.7899159663865545,6.077922077922078,6.742268041237113,5.87037037037037,5.730769230769231,,6.4,5.727272727272728,6.588235294117647,5.809523809523809,6.9,6.784090909090909,6.024793388429752,6.25925925925926,6.255813953488372,7.157894736842105,6.669724770642202,6.804347826086956
Thebeast9,7.090909090909091,7.228070175438597,6.774647887323944,7.385416666666667,6.5,6.964912280701754,,7.0,,7.5,7.75,7.541666666666667,7.9411764705882355,6.8,6.9,7.04054054054054,,7.448275862068965,8.0
Remiak,7.55114503816794,8.076595744680851,7.223263888888889,8.368862275449102,6.454954954954955,7.921250000000001,7.0,7.657142857142857,5.666666666666666,7.811764705882354,8.0,8.25,8.65625,7.609923664122137,7.848999999999999,7.975657894736843,5.4375,7.811494252873563,8.711111111111112
Struggler,5.557923497267759,5.951086956521742,5.478306878306874,6.405673758865249,4.056451612903226,5.582882882882885,,4.754545454545454,8.3,4.864705882352942,7.425000000000001,6.146969696969696,6.465217391304349,5.066666666666666,5.283333333333334,6.181927710843373,7.540000000000001,5.971153846153846,7.394117647058823
RRPsychonaut,7.780487804878049,7.90566037735849,7.967213114754099,8.279411764705882,8.166666666666666,7.9411764705882355,,8.666666666666666,9.333333333333334,8.166666666666666,8.7,8.380952380952381,8.333333333333334,8.212121212121213,8.136363636363637,8.304347826086957,8.666666666666666,8.21875,8.833333333333334
Zerokano,7.805084745762712,8.045454545454545,7.315533980582524,7.94,6.944444444444445,7.761363636363637,,7.785714285714286,,,7.78125,7.819444444444445,8.0875,7.559375,7.704545454545454,7.379213483146067,7.461538461538462,7.932203389830509,8.25
Anerion,8.382142857142858,8.391428571428573,8.278378378378381,8.279166666666667,7.233333333333332,8.219565217391304,,8.8,,7.8,8.66,8.021052631578947,8.458333333333334,7.820754716981132,8.700000000000001,8.147826086956522,,8.38108108108108,9.1
Bielby,6.518269230769234,6.828571428571429,6.89873417721519,7.204054054054056,5.740909090909091,6.732876712328767,,6.641176470588236,8.066666666666668,7.3,7.75,7.363265306122447,7.439130434782607,6.1953488372093,6.667567567567565,7.551428571428572,4.9,6.978947368421051,7.352380952380953
AnishG555,6.478260869565218,6.181818181818182,6.902439024390244,6.846551724137932,5.944444444444445,6.154545454545454,,5.6375,7.0,0.3333333333333333,6.6,7.238095238095238,6.555172413793104,6.974358974358975,5.466666666666667,7.161290322580645,,7.290322580645161,6.611111111111111
FancyMonkey,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twintails1,3.9009615384615386,2.4803571428571427,3.7950413223140496,3.830534351145038,3.688118811881188,2.310112359550562,3.111111111111111,1.8363636363636364,8.9,4.113157894736842,3.11875,3.730769230769231,4.284000000000001,3.825153374233129,3.349438202247191,3.939333333333333,2.378571428571429,4.035714285714286,4.3
CarrotRobber123,7.49,7.96774193548387,7.517741935483871,8.267924528301887,8.010526315789473,7.626923076923077,5.307317073170731,8.092307692307692,9.25,8.02,6.833333333333333,7.842857142857143,8.691176470588236,7.43,7.357142857142857,7.733333333333332,6.0,7.931818181818182,8.59375
AngemonBeto,8.102803738317757,8.36,8.198529411764707,8.293333333333333,8.0,8.147727272727273,,8.11111111111111,10.0,7.0,8.0,8.31578947368421,8.217391304347826,8.028846153846153,8.1875,8.177777777777777,8.142857142857142,8.24561403508772,8.23076923076923
Eduardochi,7.831428571428572,7.833333333333333,7.816770186335404,8.5375,7.378787878787879,7.596774193548387,,8.153846153846153,,8.0,8.083333333333334,8.545454545454545,8.763157894736842,7.58,8.144736842105264,7.866071428571429,8.875,8.191666666666666,9.0
MechaDragonX,8.435483870967742,7.738095238095238,8.348837209302326,8.80952380952381,6.892857142857143,7.714285714285714,,8.75,,8.125,9.333333333333334,8.5,9.708333333333334,8.26595744680851,8.7,8.63888888888889,8.0,8.892857142857142,9.0
Jigoku,7.182783882783883,7.253254437869822,7.033096085409253,7.77696335078534,6.614,7.0375,5.25,7.8297297297297295,6.5,7.77,8.035714285714286,7.852307692307693,7.758730158730158,7.234736842105264,7.097701149425288,7.335416666666667,8.42,7.723287671232876,8.070833333333333
daniellaw,5.391304347826087,5.8,6.336448598130841,5.679245283018868,5.946428571428571,6.0,,3.0,6.4,,4.0,5.307692307692308,5.241379310344827,5.873563218390805,5.75,6.648148148148148,8.0,5.594594594594595,5.882352941176471
Kentaro22,7.071428571428571,6.973333333333334,7.205673758865249,7.391836734693877,6.992592592592593,7.209677419354839,,7.0,,6.714285714285714,7.0,7.5,8.076923076923077,6.944262295081968,6.990476190476191,7.32820512820513,7.585714285714286,7.142857142857143,7.333333333333333
retrogamefreak,7.879310344827586,7.9423076923076925,8.1,8.411764705882353,6.980769230769231,7.956521739130435,,8.5,8.5,,9.357142857142858,8.272727272727273,9.333333333333334,7.978260869565218,9.75,8.455357142857142,3.0,8.0,8.5
LuckiestDucky,7.128679245283019,7.316770186335404,6.664850136239783,7.51448275862069,5.473484848484849,6.992462311557789,5.75,6.594545454545456,6.607142857142857,7.242,7.316666666666667,7.53225806451613,7.341509433962264,6.894756554307117,6.849032258064516,7.263265306122449,7.258333333333333,7.066473988439306,7.4625
TheFluffNeko,8.81081081081081,9.130434782608695,9.09433962264151,8.6875,9.384615384615383,8.895833333333334,,7.75,8.631578947368421,8.0,9.153846153846152,8.375,8.11111111111111,9.214285714285714,8.863636363636363,9.11864406779661,9.083333333333334,8.555555555555555,8.5
TakaCode,4.434462444771723,4.182926829268292,4.5588235294117645,4.558695652173913,4.2745098039215685,4.240875912408759,,3.2830188679245285,4.571428571428571,4.270833333333333,4.980392156862745,4.664233576642336,4.541353383458647,4.669467787114846,4.185185185185185,4.991304347826087,4.241935483870968,4.201680672268908,4.963636363636364
arzene,6.706010928961748,6.841573033707866,6.507602339181286,6.798850574712644,5.5,6.650413223140497,1.0,5.5,6.5,7.245454545454546,7.14,6.497560975609756,6.1887323943661965,6.372999999999999,6.313846153846153,6.959829059829059,6.90625,6.883333333333333,5.9605263157894735
desudesuanimu,0.6451612903225806,0.282051282051282,0.5225225225225225,0.5769230769230769,1.1666666666666667,0.15,,0.84,0.0,0.8888888888888888,7.0,0.3103448275862069,0.6666666666666666,0.4647887323943662,1.1702127659574468,0.5,0.0,0.5789473684210527,0.6785714285714286
ManlyButterBath,6.921052631578948,6.4298245614035086,6.785714285714286,6.818840579710145,6.961538461538462,6.677966101694915,,6.545454545454546,8.0,6.769230769230769,4.0,6.75,7.196428571428571,6.433333333333334,6.673913043478261,6.5588235294117645,7.5,6.888888888888889,6.909090909090909
noob2121,5.086792452830188,4.553191489361702,4.969298245614035,5.380208333333333,3.830508474576271,4.753363228699552,,5.75,6.0,5.521739130434782,7.0,5.887096774193548,5.619047619047619,4.657458563535911,5.6923076923076925,5.619047619047619,6.375,5.430894308943089,5.717391304347826
peteg13,7.397849462365591,7.452830188679245,7.069444444444445,7.5,6.916666666666667,7.092592592592593,,6.333333333333333,,7.272727272727272,7.5,7.439024390243903,7.409090909090909,7.017857142857143,7.258064516129032,7.068181818181818,7.727272727272727,7.277777777777778,7.0588235294117645
Dilbaan,7.870149253731343,7.970270270270271,6.947222222222223,8.526829268292683,6.455263157894737,7.230612244897959,,8.7,,7.290909090909091,7.45,8.444444444444445,8.87142857142857,7.05,7.733333333333332,7.324,,8.161764705882353,8.025
ShadowStar219,5.837398373983739,6.070866141732283,5.7901639344262295,6.5344827586206895,5.162337662337662,5.896551724137931,1.5,5.590909090909091,4.458333333333333,4.815789473684211,5.6875,6.291666666666667,6.598039215686274,5.6,5.409836065573771,6.31638418079096,4.833333333333333,6.160550458715596,6.5227272727272725
katanaeyegaming,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hwroin,4.729166666666667,5.634146341463414,4.1375,5.435185185185185,3.25,5.337837837837838,0.0,5.909090909090909,,5.166666666666667,8.0,4.5,4.319444444444445,4.34,5.55,3.8,,4.325,6.9375
ArminFanGirl,6.292857142857143,5.148,5.896,7.316666666666667,7.675,5.874576271186441,,7.2,,6.777777777777777,,8.385,7.993548387096775,7.3875,6.7,7.405555555555556,7.666666666666667,7.45,8.333333333333332
Gucci,6.85,7.25,7.258687258687258,7.060913705583756,6.256410256410256,6.937984496124031,,5.857142857142857,7.4,5.0,7.666666666666667,6.578125,6.78,7.245714285714285,6.549019607843137,7.259433962264151,7.041666666666667,6.96,7.052631578947368
JCooly,6.431372549019608,6.352941176470588,7.636842105263158,7.033898305084746,8.333333333333334,7.0227272727272725,7.0,7.0625,8.6,7.0625,8.2,7.617647058823529,7.392857142857143,6.696969696969697,7.641025641025641,7.475609756097561,7.5,6.916666666666667,6.0
PatricianBliss,4.015909090909091,4.248648648648649,3.875,3.8979591836734695,4.4,3.642857142857143,,4.416666666666667,7.0,4.444444444444445,2.833333333333333,3.733333333333333,4.0,3.633333333333333,3.883333333333333,4.117647058823529,,3.6375,3.857142857142857
aqua90,4.121739130434783,4.069444444444445,3.915492957746479,4.027027027027027,3.692307692307693,4.012987012987013,,3.8461538461538463,4.0,4.25,4.222222222222222,3.8461538461538463,4.130434782608695,3.688888888888889,4.142857142857143,3.90625,2.6666666666666665,4.147058823529412,4.176470588235294
